32592 289232 28 1 Balanced
32592 289152 28 1 Balanced
32592 310672 28 2 Balanced
32592 310624 28 2 Balanced
32576 344192 28 3 Balanced
32560 344256 28 3 Balanced
32592 377920 28 4 Balanced
32576 378080 28 4 Balanced
32592 391472 28 5 Balanced
32576 391312 28 5 Balanced
32576 416944 28 6 Balanced
32576 417056 28 6 Balanced
32576 448352 28 7 Balanced
32576 448352 28 7 Balanced
32576 457024 28 8 Balanced
32576 457088 28 8 Balanced
32576 440816 28 9 Balanced
32576 440848 28 9 Balanced
32576 432416 28 10 Balanced
32592 432320 28 10 Balanced
32576 431424 28 11 Balanced
32576 431264 28 11 Balanced
32576 430256 28 12 Balanced
32576 430096 28 12 Balanced
32592 431696 28 13 Balanced
32592 431696 28 13 Balanced
32576 447792 28 14 Balanced
32592 447904 28 14 Balanced
32576 462896 28 15 Balanced
32592 462848 28 15 Balanced
32576 487056 28 16 Balanced
32592 487056 28 16 Balanced
32576 476672 28 17 Balanced
32576 476704 28 17 Balanced
32592 471072 28 18 Balanced
32592 470992 28 18 Balanced
32592 473504 28 19 Balanced
32576 473552 28 19 Balanced
32592 468048 28 20 Balanced
32576 468048 28 20 Balanced
32592 468352 28 21 Balanced
32592 468560 28 21 Balanced
32592 479968 28 22 Balanced
32576 479856 28 22 Balanced
32576 485824 28 23 Balanced
32592 485776 28 23 Balanced
32592 510752 28 24 Balanced
32592 510848 28 24 Balanced
32592 504416 28 25 Balanced
32576 504464 28 25 Balanced
32576 503408 28 26 Balanced
32592 503360 28 26 Balanced
32576 503424 28 27 Balanced
32576 503440 28 27 Balanced
32592 500992 28 28 Balanced
32576 501136 28 28 Balanced
32576 499632 28 29 Balanced
32592 499680 28 29 Balanced
32576 502848 28 30 Balanced
32576 502784 28 30 Balanced
32576 508960 28 31 Balanced
32576 509056 28 31 Balanced
32608 289232 28 1 Balanced
32624 289376 28 1 Balanced
32624 310816 28 2 Balanced
32624 310736 28 2 Balanced
32624 344768 28 3 Balanced
32624 344864 28 3 Balanced
32624 378368 28 4 Balanced
32624 378448 28 4 Balanced
32624 392112 28 5 Balanced
32640 392160 28 5 Balanced
32608 417504 28 6 Balanced
32640 417456 28 6 Balanced
32624 449232 28 7 Balanced
32640 449072 28 7 Balanced
32624 458128 28 8 Balanced
32624 458080 28 8 Balanced
