791.230 11.846 1253.840 1581.910 1782.723 1261.513 46.433 0.000
1565.420 29.755 1254.080 1603.130 1790.222 1275.228 81.182 0.000
2377.170 24.678 1253.840 1564.980 1688.000 1259.672 40.309 0.000
3171.220 21.645 1255.040 1311.060 1707.627 1259.026 32.445 0.000
3932.920 47.778 1260.040 1585.960 1702.553 1268.984 53.876 0.000
4709.040 52.211 1260.040 1605.990 1719.864 1271.793 59.520 0.000
4697.030 55.495 1261.950 13325.930 23452.014 1487.503 1554.538 0.642
4645.270 78.238 1264.100 13397.930 25353.046 1718.728 2145.511 0.125
4648.600 40.781 1269.100 13418.200 21521.005 1932.246 2603.346 0.912
4675.030 24.609 1266.960 13422.970 21440.507 2135.086 2992.081 0.117
4585.980 47.000 1277.920 13447.050 21443.230 2394.258 3262.662 0.000
4550.020 87.477 1282.220 13468.980 25387.524 2632.380 3590.400 0.296
4519.920 110.002 1282.930 17457.960 29533.256 2870.661 4080.849 0.529
4555.300 45.750 1284.840 17476.080 29691.627 3067.915 4358.029 0.390
4544.970 50.556 1288.180 17488.000 33397.483 3293.805 4576.269 0.655
4494.040 62.904 1293.180 17500.880 29411.122 3553.471 4824.406 0.075
4501.460 37.388 1297.000 17507.080 25739.900 3769.037 4992.848 0.765
4474.440 72.288 1301.050 17511.130 25529.393 4014.217 5203.470 0.337
4476.930 48.007 1301.050 25500.060 37514.466 4236.281 6017.133 0.932
4482.730 20.819 1300.810 25516.990 37517.564 4453.219 6422.362 0.745
4459.420 49.669 1304.860 25527.000 37532.865 4698.075 6799.433 0.218
4440.200 61.867 1303.910 25531.050 37408.302 4943.694 7192.019 0.477
4468.460 21.492 1303.910 25529.150 34122.408 5134.931 7557.225 0.222
4445.000 47.568 1306.060 25537.010 29881.000 5385.620 7911.356 0.201
4405.770 60.598 1319.170 25907.268 37309.785 5662.001 7895.338 0.145
4390.650 55.345 1327.990 25881.396 37435.609 5909.532 7900.058 0.587
4379.020 56.231 1338.010 25942.793 37428.351 6153.038 7992.039 0.664
4309.570 57.488 1360.890 26484.424 35093.423 6482.740 8073.263 0.018
4358.270 32.285 1358.990 25924.148 35954.869 6639.723 8020.154 0.044
4337.360 43.361 1368.050 25306.889 33452.631 6902.587 7956.168 0.262
4329.080 43.037 1368.050 26694.943 37653.240 7146.857 8544.274 0.689
4319.400 51.302 1370.910 26797.060 37498.580 7392.829 8743.465 0.670
