1893.080 53.726 516.890 701.190 763.229 527.025 37.330 0.000
3830.540 49.297 516.890 601.050 711.920 520.909 19.999 0.000
5744.310 57.827 516.180 590.090 724.475 521.035 20.009 0.000
7672.530 49.215 515.940 606.060 725.030 520.117 21.064 0.000
7767.740 61.120 521.180 1068.830 1088.140 642.301 208.411 0.002
7791.870 73.424 961.070 1070.980 1088.880 768.501 244.003 0.459
7850.350 60.922 993.010 1075.980 1120.090 890.001 209.220 0.083
7925.910 54.907 1004.930 1078.130 1159.910 1007.496 26.333 0.013
7934.090 64.795 1005.170 1091.960 21117.930 1132.295 1403.965 0.776
7917.460 38.541 1007.080 17045.970 25107.860 1260.596 1987.188 0.518
7944.960 34.156 1002.070 17075.060 29076.100 1381.734 2422.554 0.127
7944.520 22.349 1001.120 17091.040 29087.070 1507.611 2784.165 0.975
7940.240 31.459 1002.790 17101.050 29095.218 1633.840 3104.699 0.744
7936.810 25.716 1003.030 17107.010 29091.575 1760.502 3375.002 0.803
7912.920 24.369 1005.170 17112.020 29082.887 1892.032 3611.436 0.058
7913.850 35.795 1004.930 17115.830 29092.070 2018.166 3844.683 0.949
7900.920 18.422 1006.840 21090.980 45052.013 2147.683 4365.626 0.352
7908.300 17.575 1005.170 25080.920 45120.000 2271.697 4797.829 0.396
7908.030 16.287 1005.170 25109.050 45107.985 2398.653 5192.103 0.973
7914.320 18.206 1004.930 25123.830 49068.862 2522.533 5526.550 0.450
7907.770 14.144 1005.170 25124.790 45102.120 2650.797 5799.868 0.406
7903.410 19.616 1006.130 25125.980 45073.893 2777.647 6064.190 0.596
7893.870 16.825 1007.080 25130.030 41142.297 2908.106 6328.298 0.283
7886.030 16.735 1008.030 25130.990 41105.990 3037.354 6569.568 0.335
7887.680 11.297 1007.800 25172.950 49050.115 3163.708 6815.252 0.809
7891.870 9.703 1007.080 29061.080 49072.263 3288.752 7025.234 0.410
7881.430 17.729 1008.030 29103.990 49109.940 3419.158 7252.922 0.144
7874.070 15.414 1008.990 29148.777 49116.912 3549.942 7463.797 0.360
7871.980 13.138 1008.990 29072.050 49061.060 3676.855 7572.754 0.761
7865.920 19.394 1008.990 29042.960 49069.494 3807.370 7713.816 0.449
7864.940 14.750 1009.940 29041.050 48814.293 3934.168 7882.985 0.905
7856.590 21.834 1010.890 25970.782 41537.875 4065.065 8024.028 0.356
