1627.360 31.214 607.970 822.070 881.910 613.296 33.883 0.000
3284.070 25.138 604.150 679.970 869.990 607.823 21.457 0.000
4914.920 47.172 604.150 820.880 870.940 609.192 29.081 0.000
6558.800 32.718 606.060 636.820 833.990 608.683 15.314 0.000
6607.080 18.367 612.970 1197.100 1218.080 755.440 247.429 0.002
6638.740 49.498 1126.050 1252.170 1297.210 902.338 291.442 0.098
6687.630 35.595 1181.130 1248.120 1323.940 1045.118 248.718 0.028
6730.300 51.496 1188.040 1252.890 1364.950 1186.926 34.813 0.058
6775.910 19.519 1180.170 1331.833 25244.000 1326.218 1523.369 0.029
6786.310 27.866 1177.790 17237.900 25325.190 1471.046 2138.852 0.373
6792.700 31.894 1173.970 17264.840 29248.069 1616.892 2614.881 0.656
6817.450 19.048 1168.010 17276.050 29267.664 1757.935 2995.096 0.064
6812.430 17.436 1168.970 17284.870 29283.763 1905.596 3341.237 0.567
6810.000 18.423 1171.110 17291.070 29273.799 2052.190 3614.141 0.777
6734.400 175.808 1172.070 17300.130 33320.546 2224.082 3975.020 0.231
6790.850 21.120 1172.070 17297.980 29276.218 2352.340 4125.881 0.363
6793.110 8.698 1171.110 25200.130 45267.176 2498.904 4690.463 0.772
6788.600 11.626 1172.070 25268.080 49201.364 2647.408 5137.232 0.365
6792.890 6.863 1171.110 25297.160 49207.123 2793.026 5556.299 0.356
6771.530 16.588 1173.970 25321.010 49232.551 2948.985 5927.775 0.004
6779.170 15.588 1173.020 25320.050 49157.732 3091.970 6236.841 0.327
6776.170 18.195 1173.020 25316.950 47002.748 3243.151 6517.410 0.712
6773.330 8.228 1173.970 25315.050 41301.773 3390.643 6795.034 0.677
6772.940 11.183 1173.970 25321.960 45258.528 3538.135 7037.257 0.934
6765.940 12.624 1173.970 29222.970 49281.365 3688.624 7302.727 0.229
6766.470 6.718 1174.210 29259.920 49264.352 3836.062 7519.268 0.913
6760.950 7.167 1174.930 29287.100 49290.900 3987.454 7740.410 0.109
6761.090 11.010 1174.930 29652.455 49283.980 4134.730 7959.058 0.975
6751.330 16.516 1176.830 29291.870 49268.589 4289.464 8107.491 0.160
6749.110 16.107 1176.830 29254.910 49256.102 4438.424 8239.066 0.776
6737.510 14.700 1178.980 29222.970 49211.774 4594.846 8396.165 0.128
6732.680 14.246 1178.980 29212.000 48545.160 4745.962 8567.654 0.488
