525.95	477.08	459.91	466.82
521.18	480.89	456.81	473.98
519.99	474.93	458.00	476.12
522.14	482.08	459.91	470.88
520.94	478.98	456.09	468.02
518.08	482.08	462.06	474.93
521.18	482.08	460.15	470.16
519.04	478.98	463.96	478.98
525.95	475.17	458.96	472.07
522.85	480.89	455.86	468.97
519.99	477.08	458.96	472.07
523.09	483.04	463.96	475.17
524.04	475.17	457.05	473.02
524.04	479.94	463.01	468.97
520.94	479.94	456.81	469.21
525.95	473.98	459.91	478.03
520.94	473.02	462.06	472.07
526.91	483.04	459.91	475.88
521.90	477.08	456.81	471.12
522.14	474.93	456.81	468.97
523.09	478.03	460.86	468.97
520.94	475.88	465.15	472.07
523.81	479.22	463.96	476.84
525.00	473.02	458.00	469.92
517.85	473.02	463.96	478.98
520.94	482.08	463.01	473.02
520.94	479.94	458.00	473.98
519.04	482.08	458.00	468.97
519.04	481.13	458.96	473.02
522.14	478.03	458.00	473.98
523.09	479.94	461.10	475.88
521.90	473.02	455.86	476.84
520.94	478.98	461.82	477.08
520.94	478.98	465.87	472.78
518.80	483.99	460.86	469.92
518.80	478.98	461.10	475.88
519.04	485.18	460.15	475.17
520.94	481.84	459.91	473.02
524.04	478.03	463.01	471.12
521.90	474.93	460.86	479.94
519.99	476.12	462.06	473.98
524.04	479.94	465.15	480.89
522.14	476.12	460.86	471.83
525.95	479.94	456.81	474.21
525.00	477.79	455.86	470.88
519.99	487.80	455.14	473.02
523.09	479.94	463.01	473.98
519.99	474.93	458.00	473.98
524.04	478.03	460.86	474.93
522.14	479.94	457.05	482.08
524.04	475.17	461.10	478.03
520.94	478.03	463.96	473.98
525.00	477.08	460.15	476.84
529.05	474.93	463.96	472.07
525.95	478.98	464.20	471.83
522.14	479.94	464.92	476.12
524.04	478.98	458.00	472.07
523.09	478.98	461.10	476.12
525.00	477.08	457.05	475.88
521.90	478.03	465.15	475.17
521.90	478.98	463.01	474.93
525.00	481.13	456.09	472.07
523.81	479.94	457.05	478.98
519.04	477.08	463.01	473.98
522.85	479.94	457.05	473.02
523.81	476.84	463.01	476.12
521.90	481.13	461.10	484.94
522.14	477.08	466.11	476.12
527.14	478.98	464.92	477.08
526.91	473.98	463.96	479.94
523.09	485.18	460.86	473.02
522.14	479.94	463.01	473.02
519.99	481.13	464.92	475.88
523.09	483.04	468.97	474.93
522.85	476.12	463.01	471.83
521.90	479.94	458.00	474.93
535.01	479.94	463.01	473.98
530.00	479.94	467.06	473.98
523.09	478.03	462.06	474.93
522.85	485.18	463.01	472.07
522.85	482.08	462.06	478.98
525.00	479.94	462.06	476.84
525.00	478.98	461.10	478.03
528.10	479.94	454.90	483.04
532.87	478.98	456.81	473.98
525.00	481.84	465.87	471.12
525.95	483.04	459.19	470.88
526.19	480.18	460.86	468.97
520.94	478.98	459.91	474.93
521.18	483.99	463.96	475.88
525.00	481.84	464.92	474.21
528.10	476.84	463.96	476.84
525.00	477.08	458.96	478.03
525.00	478.98	465.87	473.02
525.00	483.99	461.82	478.98
521.90	487.09	463.01	479.94
523.09	475.88	460.86	479.94
524.04	483.04	458.96	473.98
527.14	474.21	457.05	470.16
530.96	479.94	457.05	480.89
526.19	478.03	463.01	477.08
525.95	483.04	463.01	470.16
528.10	480.18	462.06	473.02
528.10	478.03	460.15	472.07
525.00	478.98	460.86	479.94
525.95	481.13	461.82	477.79
521.90	478.98	461.82	474.93
530.00	476.12	460.86	471.12
522.14	478.03	464.92	479.94
520.94	477.08	461.10	475.88
521.18	483.04	463.01	476.12
524.04	482.08	466.11	478.98
525.00	478.03	468.02	477.08
523.09	479.94	461.10	471.12
525.95	479.94	460.86	476.12
522.85	478.98	461.82	478.98
521.18	478.03	459.19	479.94
522.85	475.17	459.91	473.98
531.91	474.93	461.10	473.98
524.04	483.04	463.96	469.92
524.04	484.23	460.86	476.12
525.00	478.98	463.01	477.08
528.10	478.98	458.00	470.88
524.04	479.22	463.96	474.93
525.00	474.93	463.96	473.02
523.09	475.17	466.11	480.18
527.14	479.94	461.10	480.89
524.04	486.14	467.06	474.93
525.00	483.99	466.11	478.03
530.00	478.98	469.92	478.03
528.10	483.99	463.01	473.02
525.00	483.04	467.06	476.12
524.04	482.08	464.20	479.94
523.09	480.89	460.86	482.80
522.14	478.03	460.86	473.98
519.99	483.04	463.96	479.94
523.09	488.04	468.02	473.02
525.95	484.94	462.06	475.88
523.09	477.08	459.91	477.08
525.00	485.18	460.86	476.12
523.09	486.85	462.06	473.02
523.09	477.79	460.15	482.08
525.00	478.98	457.05	480.18
521.18	482.08	463.01	471.83
520.94	479.94	465.15	478.98
524.04	482.80	463.01	478.03
524.04	480.89	463.96	475.88
522.14	478.03	461.10	490.90
525.95	483.04	463.01	489.00
526.19	483.04	463.01	484.94
519.04	478.98	461.10	498.06
521.90	479.94	460.15	483.04
525.95	478.98	460.86	489.00
521.90	483.99	463.96	489.00
521.90	479.94	467.06	485.90
522.14	478.98	457.05	490.90
525.00	473.98	461.10	487.09
524.04	478.98	463.96	488.04
526.91	476.12	463.96	489.95
521.90	478.03	462.06	481.84
532.15	483.99	465.15	481.84
521.90	487.09	463.01	481.84
523.09	479.94	463.96	482.80
523.09	485.18	459.19	486.85
520.94	477.08	465.87	486.14
522.14	478.03	463.01	484.94
523.09	483.04	462.06	492.10
522.14	483.04	464.92	485.18
528.81	479.94	458.00	484.94
520.94	475.88	460.86	484.94
521.18	483.99	461.10	487.09
520.94	478.03	462.06	485.90
518.80	473.98	460.15	484.94
519.99	478.98	459.91	482.08
524.04	473.98	461.10	489.95
523.09	478.98	463.01	486.14
525.95	478.98	465.15	483.99
522.85	477.08	464.92	481.13
525.00	489.00	460.86	484.94
521.90	478.98	458.96	489.00
525.00	478.98	473.98	483.99
519.99	473.98	464.92	487.09
523.09	475.88	460.86	486.85
525.00	484.23	461.10	490.90
524.04	480.89	458.00	486.14
524.04	472.78	458.00	488.04
526.19	480.89	458.96	482.08
524.04	476.84	458.96	485.90
523.09	472.78	464.20	482.08
527.86	479.94	460.86	481.13
528.81	478.98	461.10	483.99
526.91	478.98	462.06	494.00
528.10	478.03	458.00	485.18
523.09	479.94	462.06	480.89
524.04	478.03	460.15	484.94
525.95	483.04	461.10	485.90
524.04	481.84	460.86	483.99
528.10	477.08	462.06	483.99
528.10	477.08	462.06	481.84
525.95	478.03	463.01	485.90
525.00	478.98	463.01	483.99
524.04	481.13	463.96	483.04
529.05	481.13	464.20	486.85
525.00	485.90	467.06	480.89
523.09	476.12	463.01	486.14
523.09	486.14	459.91	483.04
530.00	478.03	468.02	480.89
524.04	476.84	463.96	484.94
524.04	483.99	459.91	483.99
523.09	478.03	458.96	479.94
525.00	483.99	461.10	487.09
525.00	478.98	457.05	483.99
525.00	486.14	458.00	479.94
535.01	478.03	463.01	488.04
525.00	478.98	466.11	486.85
523.09	483.99	461.82	483.99
525.00	478.98	460.86	490.19
520.94	480.89	460.15	481.84
525.95	477.79	461.10	480.89
523.09	483.04	465.87	486.14
523.09	483.04	460.86	485.90
527.86	482.08	462.06	483.04
524.04	478.03	461.10	483.04
526.91	477.08	463.01	484.94
526.19	475.88	461.10	491.14
525.95	479.94	462.06	485.90
524.04	477.08	468.97	484.94
523.09	473.02	461.10	484.94
525.95	482.08	458.96	486.85
526.91	478.98	463.01	483.04
520.94	480.89	463.96	484.94
521.90	482.08	463.01	486.14
524.04	483.04	465.15	489.95
524.04	481.13	459.91	487.09
