937.310 10.766 1061.920 1106.020 1595.732 1064.586 23.048 0.000
1878.700 16.761 1062.150 1098.870 1501.851 1062.253 16.680 0.000
2799.800 18.338 1067.160 1111.030 1518.010 1069.209 16.516 0.000
3723.800 24.201 1069.070 1127.000 1513.732 1071.839 21.789 0.000
4676.070 29.435 1065.020 1120.810 1508.000 1066.952 18.612 0.000
5584.300 29.936 1069.070 1125.100 1508.000 1072.101 19.886 0.000
5578.610 28.695 1069.070 13106.110 25208.203 1251.935 1460.997 0.685
5544.650 30.336 1074.080 13165.950 21237.130 1439.651 1860.901 0.025
5525.520 15.722 1075.980 13207.910 21210.423 1625.475 2432.806 0.116
5506.310 27.292 1078.130 13214.110 21152.535 1811.869 2723.406 0.088
5472.100 24.988 1082.900 13222.930 21220.475 2005.092 3031.167 0.013
5443.800 17.119 1088.140 13232.950 21129.800 2199.131 3300.150 0.013
5418.130 26.189 1091.000 17201.900 29284.606 2393.558 3750.782 0.026
5437.510 27.038 1086.950 17240.050 29265.908 2569.062 4012.780 0.140
5395.750 20.408 1094.100 17256.980 29257.100 2773.308 4266.566 0.002
5376.320 14.679 1096.960 17266.990 25303.130 2969.660 4464.359 0.034
5359.270 17.403 1099.820 17267.940 25362.788 3165.203 4646.727 0.038
5335.820 16.344 1102.920 17277.000 25292.870 3365.738 4847.805 0.009
5339.040 20.997 1101.970 25261.880 33626.584 3550.771 5652.372 0.721
5327.470 21.522 1103.880 25277.850 33339.195 3745.400 6015.607 0.263
5315.120 13.988 1104.120 25283.100 33307.886 3941.721 6342.766 0.169
5306.300 20.100 1105.070 25288.110 37164.750 4135.777 6694.647 0.296
5298.980 15.924 1106.980 25293.110 33328.060 4330.359 7051.391 0.404
5293.680 11.020 1106.980 25292.160 29330.970 4523.846 7386.680 0.424
5273.060 11.130 1111.030 25305.030 37156.447 4731.727 7325.429 0.001
5254.590 17.706 1114.850 25322.910 36017.119 4936.632 7469.726 0.018
5234.840 15.920 1120.090 25318.860 34347.796 5147.136 7496.787 0.023
5218.760 17.261 1124.860 25331.020 33326.324 5354.103 7566.577 0.055
5205.970 10.049 1127.960 25286.910 33312.066 5558.871 7506.224 0.075
5186.880 16.013 1133.200 21567.851 33180.000 5771.019 7536.765 0.008
5182.260 9.834 1133.200 25301.220 37203.240 5967.597 7938.608 0.472
5181.510 14.123 1132.010 26180.980 36284.696 6162.810 8261.143 0.898
