1520.400 25.918 651.120 896.930 956.011 656.495 31.501 0.000
3030.290 40.025 653.980 886.920 938.602 658.776 28.595 0.000
4560.040 46.058 652.070 728.130 913.140 656.661 23.306 0.000
6078.480 43.384 651.840 739.100 922.012 656.826 26.929 0.000
6130.090 51.169 660.900 1342.770 1368.714 814.279 267.535 0.033
6158.770 59.993 1239.060 1329.900 1375.847 972.728 311.125 0.290
6183.260 46.601 1267.910 1353.980 1414.219 1130.440 266.480 0.347
6250.060 36.165 1275.060 1349.930 1431.944 1278.202 34.219 0.003
6299.540 19.498 1266.960 9304.050 25336.034 1426.541 1576.170 0.003
6317.380 16.728 1264.100 17323.020 29314.660 1580.720 2216.365 0.052
6316.800 26.925 1262.900 17349.960 29336.770 1739.143 2708.827 0.957
6333.210 18.987 1258.850 17364.030 29348.130 1892.204 3114.887 0.154
6330.670 26.319 1258.850 17370.940 29374.120 2050.408 3460.239 0.817
6315.190 22.322 1261.000 17375.950 29341.989 2213.337 3740.650 0.196
6330.590 16.338 1259.090 17379.050 29351.950 2365.847 4017.807 0.114
6309.370 16.620 1261.950 17383.810 29338.098 2532.347 4267.510 0.014
6314.540 17.400 1261.000 25299.070 45335.420 2688.157 4857.739 0.527
6315.320 10.206 1260.040 25358.920 49312.305 2845.191 5330.062 0.909
6319.610 12.613 1259.090 25377.990 49282.422 3002.346 5737.100 0.438
6322.270 12.935 1258.850 25398.020 49277.772 3159.362 6124.973 0.664
6304.760 9.707 1261.950 25408.980 49344.689 3325.568 6441.692 0.005
6311.910 15.223 1261.000 25399.920 45424.117 3480.558 6732.947 0.253
6301.520 19.592 1262.190 25400.160 41380.869 3645.419 7012.468 0.226
6306.030 7.987 1261.950 25403.980 45345.948 3800.160 7267.314 0.535
6292.430 12.500 1263.140 29311.900 49338.390 3967.223 7522.294 0.015
6296.170 7.666 1262.900 29366.020 49352.917 4124.043 7774.982 0.456
6288.440 9.089 1264.100 29381.040 49367.928 4286.931 7985.455 0.067
6284.610 13.039 1264.100 33293.960 49379.221 4449.011 8220.758 0.480
6284.040 11.540 1264.100 29397.960 49359.032 4607.524 8375.969 0.923
6270.640 14.952 1266.960 29351.000 49301.149 4777.430 8504.900 0.048
6258.400 14.370 1269.100 29287.100 48940.455 4946.493 8642.319 0.094
6255.900 17.155 1269.820 29239.916 45365.460 5107.036 8802.059 0.742
