20236.030000000028 20451.050000000047 20529.060000000056 20367.060000000056 20488.100000000093 20477.02000000002 20340.0
20193.01000000001 20588.119999999995 20323.01000000001 20140.0 20379.16000000015 20482.01000000001 20264.040000000037
20265.01000000001 20223.040000000037 20140.030000000028 20278.02000000002 20217.01000000001 20597.01000000001 20381.050000000047
670282.1000000001 672036.94 158428.3 150370.58 146522.03999999998 149629.15 198296.30999999997
674226.72 659910.1599999999 150168.61 151010.0 148596.0 147952.0 195836.36
669833.0 666072.27 161851.71999999997 146215.00999999995 141045.28000000003 153179.69999999998 193111.76
680079.06 657865.92 152496.78999999998 152261.38999999998 143897.0 144841.12 209280.69000000006
674998.6 664403.5 161779.37000000002 148329.8 142770.56 157914.91 197950.77999999997
665901.36 664729.63 177146.5 148720.0 142125.0 149587.00999999995 195282.64
664376.0800000001 655099.22 156186.47999999975 146610.0 146092.97 143497.0 194244.89999999994
682287.41 675428.59 168187.25 145240.15999999997 144672.40000000002 152035.74000000005 196265.65999999997
668571.6 665012.44 162106.12 145967.83 146287.36 149853.13999999998 196743.85
671319.48 678460.0 150982.2200000002 146391.21999999997 151851.04 161673.57 195565.53000000003
682086.0 666931.42 158605.36 147616.75999999995 137856.54 154088.0 205597.64
679169.1199999999 667080.5599999999 161169.78999999983 147906.25 143226.68 155644.73 195549.59
685490.0000000001 672857.0 160111.60000000003 149064.76 150996.12000000002 160217.68000000017 193723.75000000006
682887.28 662846.88 150130.94 149052.76 147334.61 163202.54999999996 196927.29
