15.6,2
15.8,24
16.0,101
16.2,636
16.4,2021
16.6,3804
16.8,5654
17.0,6920
17.2,8045
17.4,8630
17.6,8443
17.8,8594
18.0,10534
18.2,15436
18.4,21206
18.6,23783
18.8,22677
19.0,18017
19.2,12814
19.4,8396
19.6,5256
19.8,3217
20.0,2074
20.2,1231
20.4,740
20.6,522
20.8,351
21.0,242
21.2,191
21.4,137
21.6,112
21.8,75
22.0,39
22.2,27
22.4,10
22.6,11
22.8,10
23.0,2
23.2,6
23.4,1
23.6,1
23.8,0
24.0,1
24.2,0
24.4,1
24.6,1
24.8,2
25.0,0
25.2,0
25.4,0
25.6,0
25.8,1
26.0,0
26.2,1
26.4,0
26.6,0
26.8,0
27.0,0
27.2,0
27.4,0
27.6,0
27.8,0
28.0,0
28.2,0
28.4,0
28.6,0
28.8,0
29.0,0
29.2,0
29.4,0
29.6,0
29.8,0
30.0,0
30.2,0
30.4,0
30.6,0
30.8,1
31.0,0
