30600,1
30800,1
31000,2
31200,1
31400,1
31600,0
31800,0
32000,0
32200,1
32400,0
32600,0
32800,0
33000,0
33200,0
33400,0
33600,0
33800,0
34000,0
34200,0
34400,0
34600,0
34800,0
35000,0
35200,1
35400,0
35600,0
35800,1
36000,0
36200,0
36400,0
36600,0
36800,0
37000,0
37200,0
37400,0
37600,0
37800,0
38000,1
38200,0
38400,0
38600,0
38800,0
39000,0
39200,0
39400,0
39600,0
39800,0
40000,0
40200,0
40400,1
40600,0
40800,0
41000,0
41200,0
41400,2
41600,1
41800,0
42000,0
42200,0
42400,0
42600,2
42800,1
43000,1
43200,0
43400,0
43600,1
43800,0
44000,0
44200,0
44400,0
44600,0
44800,0
45000,0
45200,0
45400,0
45600,0
45800,0
46000,0
46200,0
46400,0
46600,0
46800,0
47000,0
47200,0
47400,0
47600,0
47800,0
48000,0
48200,0
48400,0
48600,1
48800,3
49000,5
49200,7
49400,7
49600,17
49800,20
50000,10
50200,10
50400,11
50600,13
50800,5
51000,12
51200,10
51400,9
51600,19
51800,11
52000,14
52200,19
52400,29
52600,19
52800,24
53000,19
53200,31
53400,27
53600,21
53800,40
54000,34
54200,22
54400,21
54600,25
54800,13
55000,13
55200,10
55400,8
55600,3
55800,5
56000,3
56200,5
56400,0
56600,0
56800,0
57000,1
57200,0
57400,0
57600,0
57800,2
58000,1
58200,0
58400,0
58600,0
58800,1
59000,0
59200,0
59400,0
59600,0
59800,0
60000,0
60200,2
60400,0
60600,1
60800,0
61000,0
61200,0
61400,1
61600,0
61800,1
62000,0
62200,0
62400,0
62600,0
62800,0
63000,0
63200,0
63400,0
63600,0
63800,0
64000,0
64200,1
64400,0
64600,0
64800,0
65000,0
65200,0
65400,0
65600,0
65800,0
66000,0
66200,1
66400,0
66600,0
66800,0
67000,0
67200,0
67400,0
67600,0
67800,0
68000,0
68200,0
68400,0
68600,0
68800,0
69000,0
69200,0
69400,0
69600,0
69800,0
70000,0
70200,0
70400,0
70600,0
70800,0
71000,0
71200,0
71400,0
71600,0
71800,0
72000,0
72200,1
72400,0
72600,0
72800,1
73000,0
73200,0
73400,0
73600,0
73800,0
74000,1
74200,0
74400,0
74600,0
74800,0
75000,0
75200,1
75400,0
75600,0
75800,0
76000,0
76200,0
76400,0
76600,0
76800,0
77000,0
77200,0
77400,0
77600,0
77800,0
78000,0
78200,0
78400,0
78600,1
78800,0
79000,0
79200,0
79400,0
79600,0
79800,1
80000,0
80200,0
80400,0
80600,0
80800,0
81000,0
81200,0
81400,0
81600,0
81800,1
82000,0
82200,0
82400,1
82600,0
82800,0
83000,1
83200,0
83400,1
83600,2
83800,0
84000,0
84200,1
84400,1
84600,3
84800,1
85000,3
85200,2
85400,3
85600,10
85800,9
86000,9
86200,6
86400,12
86600,9
86800,22
87000,25
87200,32
87400,43
87600,41
87800,74
88000,97
88200,121
88400,145
88600,171
88800,183
89000,163
89200,145
89400,114
89600,48
89800,29
90000,8
90200,3
90400,4
90600,2
90800,0
91000,1
91200,3
91400,3
91600,3
91800,6
92000,0
92200,5
92400,1
92600,1
92800,5
93000,0
93200,2
93400,12
93600,16
93800,38
94000,28
94200,27
94400,43
94600,22
94800,39
95000,101
95200,141
95400,222
95600,264
95800,361
96000,459
96200,504
96400,619
96600,752
96800,866
97000,935
97200,1113
97400,1493
97600,1794
97800,2239
98000,2584
98200,3113
98400,3203
98600,3279
98800,3519
99000,3512
99200,3621
99400,3754
99600,2991
99800,2444
100000,2055
100200,682
100400,398
100600,372
100800,422
101000,371
101200,271
101400,214
101600,186
101800,133
102000,127
102200,85
102400,94
102600,75
102800,74
103000,70
103200,82
103400,44
103600,43
103800,57
104000,63
104200,48
104400,55
104600,59
104800,62
105000,61
105200,65
105400,57
105600,66
105800,542
106000,1101
106200,929
106400,1552
106600,1449
106800,885
107000,515
107200,382
107400,422
107600,511
107800,594
108000,856
108200,1030
108400,1317
108600,1716
108800,1924
109000,2444
109200,2887
109400,3565
109600,3764
109800,3833
110000,3501
110200,2922
110400,2215
110600,1451
110800,931
111000,587
111200,433
111400,360
111600,341
111800,319
112000,371
112200,370
112400,373
112600,285
112800,298
113000,245
113200,205
113400,187
113600,188
113800,185
114000,162
114200,150
114400,178
114600,171
114800,160
115000,145
115200,138
115400,153
115600,157
115800,127
116000,142
116200,144
116400,138
116600,149
116800,168
117000,141
117200,135
117400,120
117600,135
117800,106
118000,106
118200,106
118400,87
118600,112
118800,152
119000,166
119200,219
119400,300
119600,287
119800,271
120000,320
120200,302
120400,285
120600,310
120800,326
121000,338
121200,312
121400,307
121600,324
121800,313
122000,321
122200,331
122400,318
122600,342
122800,323
123000,349
123200,331
123400,323
123600,318
123800,340
124000,332
124200,323
124400,311
124600,323
124800,328
125000,350
125200,356
125400,300
125600,299
125800,292
126000,215
126200,211
126400,194
126600,192
126800,226
127000,222
127200,214
127400,189
127600,174
127800,189
128000,177
128200,164
128400,175
128600,167
128800,180
129000,150
129200,153
129400,153
129600,142
129800,133
130000,153
130200,147
130400,136
130600,155
130800,148
131000,171
131200,148
131400,159
131600,169
131800,179
132000,190
132200,250
132400,270
132600,343
132800,293
133000,325
133200,293
133400,297
133600,305
133800,322
134000,312
134200,308
134400,329
134600,320
134800,321
135000,355
135200,346
135400,317
135600,304
135800,286
136000,306
136200,323
136400,319
136600,303
136800,325
137000,296
137200,300
137400,290
137600,259
137800,288
138000,286
138200,268
138400,258
138600,277
138800,267
139000,242
139200,244
139400,212
139600,256
139800,213
140000,236
140200,246
140400,222
140600,217
140800,229
141000,251
