20.0,68
20.2,700
20.4,3614
20.6,11388
20.8,23628
21.0,35284
21.2,40243
21.4,35413
21.6,24533
21.8,13574
22.0,6174
22.2,2355
22.4,775
22.6,221
22.8,53
23.0,27
23.2,9
23.4,9
23.6,13
23.8,7
24.0,12
24.2,11
24.4,18
24.6,11
24.8,14
25.0,20
25.2,45
25.4,66
25.6,90
25.8,66
26.0,38
26.2,17
26.4,26
26.6,17
26.8,8
27.0,10
27.2,9
27.4,11
27.6,3
27.8,6
28.0,4
28.2,14
28.4,24
28.6,28
28.8,46
29.0,62
29.2,38
29.4,26
29.6,12
29.8,6
30.0,7
30.2,4
30.4,4
30.6,8
30.8,2
31.0,3
31.2,2
31.4,3
31.6,6
31.8,15
32.0,32
32.2,59
32.4,88
32.6,65
32.8,67
33.0,52
33.2,27
33.4,18
33.6,24
33.8,23
34.0,22
34.2,17
34.4,13
34.6,17
34.8,13
35.0,15
35.2,14
35.4,5
35.6,3
35.8,9
36.0,0
36.2,1
36.4,0
36.6,0
36.8,4
37.0,9
37.2,20
37.4,32
37.6,69
37.8,106
38.0,106
38.2,82
38.4,47
38.6,20
38.8,14
39.0,6
39.2,1
39.4,0
