21.2,22
21.4,124
21.6,447
21.8,1183
22.0,2410
22.2,3695
22.4,5137
22.6,6799
22.8,8488
23.0,10569
23.2,12610
23.4,14275
23.6,15487
23.8,15826
24.0,16094
24.2,16221
24.4,15801
24.6,14773
24.8,12929
25.0,10309
25.2,7419
25.4,4604
25.6,2516
25.8,1252
26.0,591
26.2,226
26.4,106
26.6,32
26.8,11
27.0,3
27.2,1
27.4,0
27.6,0
27.8,1
28.0,0
28.2,0
28.4,0
28.6,0
28.8,1
29.0,1
29.2,0
29.4,1
29.6,1
29.8,0
30.0,2
30.2,0
30.4,1
30.6,0
30.8,0
31.0,0
31.2,0
31.4,0
31.6,0
31.8,0
32.0,0
32.2,0
32.4,0
32.6,0
32.8,0
33.0,0
33.2,3
33.4,3
33.6,3
33.8,8
34.0,3
34.2,2
34.4,0
34.6,0
34.8,1
35.0,0
35.2,0
35.4,0
35.6,0
35.8,0
36.0,0
36.2,0
36.4,0
36.6,0
36.8,0
37.0,0
37.2,0
37.4,0
37.6,0
37.8,0
38.0,0
38.2,1
38.4,0
38.6,0
38.8,2
39.0,1
39.2,1
39.4,1
39.6,2
39.8,1
40.0,0
